"Candidates","Suppliers","DistanceCandidateSupplier"
320,52,67.25
320,53,28.89
321,1,182.97
321,2,49.05
321,3,136.14
321,4,150.93
321,5,23.09
321,6,70.06
321,7,112.98
321,8,113.96
321,9,73.49
321,10,66.45
321,11,51.6
321,12,188.61
321,13,196.9
321,14,183.18
321,15,97.82
321,16,87.78
321,17,75.87
321,18,111.11
321,19,119.58
321,20,117.04
321,21,82.49
321,22,76.07
321,23,86.23
321,24,80.84
321,25,102.25
321,26,102.3
321,27,38.58
321,28,24.98
321,29,107.94
321,30,21.11
321,31,60.04
321,32,75.6
321,33,207.6
321,34,149.98
321,35,62.62
321,36,48.04
321,37,56.5
321,38,189.16
321,39,87.69
321,40,22.31
321,41,22.69
321,42,14.96
321,43,46.46
321,44,39.45
321,45,94.39
321,46,158.02
321,47,173.59
321,48,198.95
321,49,182.57
321,50,44.85
321,51,74.3
321,52,69.1
321,53,30.74
322,1,178.51
322,2,44.59
322,3,131.68
322,4,149.41
322,5,18.63
322,6,68.53
322,7,111.45
322,8,112.44
322,9,71.96
322,10,64.92
322,11,56.28
322,12,187.08
322,13,195.37
322,14,181.65
322,15,96.29
322,16,86.25
322,17,74.34
322,18,109.58
322,19,118.05
322,20,115.52
322,21,80.96
322,22,74.54
322,23,84.71
322,24,79.31
322,25,100.72
322,26,100.77
322,27,37.05
322,28,23.45
322,29,106.41
322,30,19.58
322,31,58.51
322,32,74.08
322,33,203.14
322,34,145.53
322,35,61.09
322,36,46.52
322,37,54.98
322,38,187.63
322,39,86.16
322,40,30.4
322,41,21.16
322,42,10.5
322,43,44.93
322,44,37.92
322,45,92.86
322,46,156.49
322,47,172.06
322,48,197.42
322,49,181.05
322,50,43.32
322,51,72.77
322,52,67.57
322,53,29.21
323,1,178.18
323,2,44.26
323,3,131.34
323,4,149.51
323,5,18.29
323,6,68.63
323,7,111.55
323,8,112.54
323,9,72.06
323,10,65.02
323,11,56.34
323,12,187.18
323,13,195.47
323,14,181.75
323,15,96.39
323,16,86.35
323,17,74.44
323,18,109.68
323,19,118.15
323,20,115.62
323,21,81.06
323,22,74.64
323,23,84.81
323,24,79.41
323,25,100.82
323,26,100.87
323,27,37.15
323,28,23.55
323,29,106.51
323,30,19.68
323,31,58.61
323,32,74.18
323,33,202.81
323,34,145.19
323,35,61.19
323,36,46.61
323,37,55.08
323,38,187.73
323,39,86.26
323,40,30.5
323,41,21.26
323,42,10.17
323,43,45.03
323,44,38.02
323,45,92.96
323,46,156.59
323,47,172.16
323,48,197.52
323,49,181.14
323,50,43.42
323,51,72.87
323,52,67.67
323,53,29.31
324,1,186.82
324,2,52.9
324,3,139.99
324,4,151.51
324,5,26.94
324,6,70.63
324,7,113.55
324,8,114.54
324,9,74.06
324,10,67.02
324,11,46.33
324,12,189.18
324,13,197.47
324,14,183.75
324,15,98.39
324,16,88.35
324,17,76.44
324,18,111.68
324,19,120.15
324,20,117.62
324,21,83.06
324,22,76.64
324,23,86.81
324,24,81.41
324,25,102.82
324,26,102.87
324,27,39.15
324,28,25.55
324,29,108.51
324,30,21.68
324,31,60.61
324,32,76.18
324,33,211.45
324,34,153.84
324,35,63.19
324,36,48.61
324,37,57.08
324,38,189.73
324,39,88.26
324,40,16.77
324,41,23.26
324,42,17.17
324,43,47.03
324,44,40.02
324,45,94.96
324,46,158.59
324,47,174.16
324,48,199.52
324,49,183.14
324,50,45.42
324,51,74.87
324,52,69.67
324,53,31.31
325,1,185.32
325,2,51.4
325,3,138.49
325,4,150
325,5,25.44
325,6,69.12
325,7,112.05
325,8,113.03
325,9,72.56
325,10,65.52
325,11,49.32
325,12,187.68
325,13,195.97
325,14,182.24
325,15,96.89
325,16,86.85
325,17,74.94
325,18,110.18
325,19,118.65
325,20,116.11
325,21,81.56
325,22,75.14
325,23,85.3
325,24,79.91
325,25,101.32
325,26,101.37
325,27,37.65
325,28,24.05
325,29,107.01
325,30,20.18
325,31,59.11
325,32,74.67
325,33,209.95
325,34,152.34
325,35,61.69
325,36,47.11
325,37,55.57
325,38,188.23
325,39,86.76
325,40,19.76
325,41,21.76
325,42,15.67
325,43,45.53
325,44,38.52
325,45,93.46
325,46,157.09
325,47,172.66
325,48,198.02
325,49,181.64
325,50,43.92
325,51,73.37
325,52,68.17
325,53,29.81
326,1,186.85
326,2,52.93
326,3,140.02
326,4,151.53
326,5,26.97
326,6,70.65
326,7,113.57
326,8,114.56
326,9,74.09
326,10,67.05
326,11,52.19
326,12,189.21
326,13,197.5
326,14,183.77
326,15,98.41
326,16,88.38
326,17,76.47
326,18,111.7
326,19,120.18
326,20,117.64
326,21,83.09
326,22,76.67
326,23,86.83
326,24,81.44
326,25,102.84
326,26,102.9
326,27,39.18
326,28,25.58
326,29,108.54
326,30,21.71
326,31,60.64
326,32,76.2
326,33,211.48
326,34,153.87
326,35,63.21
326,36,48.64
326,37,57.1
326,38,189.75
326,39,88.29
326,40,22.91
326,41,23.29
326,42,17.19
326,43,47.06
326,44,40.05
326,45,94.99
326,46,158.62
326,47,174.19
326,48,199.55
326,49,183.17
326,50,45.45
326,51,74.9
326,52,69.7
326,53,31.34
327,1,190.06
327,2,56.14
327,3,143.22
327,4,154.74
327,5,30.17
327,6,73.86
327,7,116.78
327,8,117.77
327,9,77.29
327,10,70.26
327,11,44.86
327,12,192.41
327,13,200.71
327,14,186.98
327,15,101.62
327,16,91.58
327,17,79.67
327,18,114.91
327,19,123.38
327,20,120.85
327,21,86.3
327,22,79.88
327,23,90.04
327,24,84.64
327,25,106.05
327,26,106.11
327,27,42.38
327,28,28.78
327,29,111.74
327,30,24.91
327,31,63.84
327,32,79.41
327,33,214.69
327,34,157.07
327,35,66.42
327,36,51.85
327,37,60.31
327,38,192.96
327,39,76.44
327,40,17.14
327,41,26.49
327,42,20.4
327,43,50.27
327,44,43.25
327,45,98.19
327,46,161.83
327,47,177.4
327,48,202.75
327,49,186.38
327,50,48.65
327,51,78.11
327,52,72.91
327,53,34.54
328,1,184.75
328,2,50.83
328,3,137.91
328,4,154.95
328,5,24.86
328,6,74.07
328,7,116.99
328,8,117.98
328,9,77.5
328,10,70.47
328,11,52.71
328,12,192.62
328,13,200.91
328,14,187.19
328,15,101.83
328,16,91.79
328,17,79.88
328,18,115.12
328,19,123.59
328,20,121.06
328,21,86.51
328,22,80.09
328,23,90.25
328,24,84.85
328,25,106.26
328,26,106.32
328,27,42.59
328,28,28.99
328,29,111.95
328,30,25.12
328,31,64.05
328,32,79.62
328,33,209.38
328,34,151.76
328,35,66.63
328,36,52.06
328,37,60.52
328,38,193.17
328,39,91.7
328,40,24.99
328,41,26.7
328,42,16.74
328,43,50.48
328,44,43.46
328,45,98.4
328,46,162.03
328,47,177.6
328,48,202.96
328,49,186.59
328,50,48.86
328,51,78.32
328,52,73.12
328,53,34.75
329,1,185.45
329,2,51.53
329,3,138.62
329,4,156.83
329,5,25.56
329,6,75.95
329,7,118.87
329,8,119.85
329,9,79.38
329,10,72.34
329,11,55.99
329,12,194.5
329,13,202.79
329,14,189.07
329,15,103.71
329,16,93.67
329,17,81.76
329,18,117
329,19,125.47
329,20,122.93
329,21,88.38
329,22,81.96
329,23,92.13
329,24,86.73
329,25,108.14
329,26,108.19
329,27,44.47
329,28,30.87
329,29,113.83
329,30,27
329,31,65.93
329,32,81.49
329,33,210.08
329,34,152.46
329,35,68.51
329,36,53.93
329,37,62.39
329,38,195.05
329,39,93.58
329,40,28.27
329,41,28.58
329,42,17.44
329,43,52.35
329,44,45.34
329,45,100.28
329,46,163.91
329,47,179.48
329,48,204.84
329,49,188.46
329,50,50.74
329,51,80.19
329,52,74.99
329,53,36.63
330,1,188.77
330,2,54.85
330,3,141.94
330,4,160.15
330,5,28.89
330,6,79.27
330,7,122.19
330,8,123.18
330,9,82.7
330,10,75.67
330,11,58.53
330,12,197.83
330,13,206.12
330,14,192.39
330,15,107.03
330,16,97
330,17,85.08
330,18,120.32
330,19,128.8
330,20,126.26
330,21,91.71
330,22,85.29
330,23,95.45
330,24,90.06
330,25,111.46
330,26,111.52
330,27,47.8
330,28,34.2
330,29,117.16
330,30,30.33
330,31,69.25
330,32,84.82
330,33,213.4
330,34,155.79
330,35,71.83
330,36,57.26
330,37,65.72
330,38,198.37
330,39,96.91
330,40,30.81
330,41,31.91
330,42,20.77
330,43,55.68
330,44,48.67
330,45,103.61
330,46,167.24
330,47,182.81
330,48,208.16
330,49,191.79
330,50,54.07
330,51,83.52
330,52,78.32
330,53,39.96
331,1,191.22
331,2,57.3
331,3,144.39
331,4,162.6
331,5,31.34
331,6,81.72
331,7,124.64
331,8,125.63
331,9,85.15
331,10,78.12
331,11,59.71
331,12,200.28
331,13,208.57
331,14,194.84
331,15,109.48
331,16,99.45
331,17,87.53
331,18,122.77
331,19,131.25
331,20,128.71
331,21,94.16
331,22,87.74
331,23,97.9
331,24,92.51
331,25,113.91
331,26,113.97
331,27,50.25
331,28,36.64
331,29,119.61
331,30,32.78
331,31,71.7
331,32,87.27
331,33,215.85
331,34,158.24
331,35,74.28
331,36,59.71
331,37,68.17
331,38,200.82
331,39,99.36
331,40,32.95
331,41,34.36
331,42,23.22
331,43,58.13
331,44,51.12
331,45,106.06
331,46,169.69
331,47,185.26
331,48,210.61
331,49,194.24
331,50,56.51
331,51,85.97
331,52,80.77
331,53,42.41
332,1,198.43
332,2,64.51
332,3,151.6
332,4,169.81
332,5,38.55
332,6,88.93
332,7,131.85
332,8,132.84
332,9,92.36
332,10,85.33
332,11,52.16
332,12,207.48
332,13,215.78
332,14,202.05
332,15,116.69
332,16,106.65
332,17,94.74
332,18,129.98
332,19,138.45
332,20,135.92
332,21,101.37
332,22,94.95
332,23,105.11
332,24,99.71
332,25,121.12
332,26,121.18
332,27,57.45
332,28,43.85
332,29,126.81
332,30,39.99
332,31,78.91
332,32,94.48
332,33,223.06
332,34,165.45
332,35,81.49
332,36,66.92
332,37,75.38
332,38,208.03
332,39,88.01
332,40,31.21
332,41,41.56
332,42,30.42
332,43,65.34
332,44,58.32
332,45,113.26
332,46,176.9
332,47,192.47
332,48,217.82
332,49,201.45
332,50,63.72
332,51,93.18
332,52,87.98
332,53,49.61
333,1,196.54
333,2,62.62
333,3,149.7
333,4,167.91
333,5,36.65
333,6,87.03
333,7,129.95
333,8,130.94
333,9,90.46
333,10,83.43
333,11,53.87
333,12,205.59
333,13,213.88
333,14,200.15
333,15,114.79
333,16,104.76
333,17,92.85
333,18,128.08
333,19,136.56
333,20,134.02
333,21,99.47
333,22,93.05
333,23,103.21
333,24,97.82
333,25,119.22
333,26,119.28
333,27,55.56
333,28,41.96
333,29,124.92
333,30,38.09
333,31,77.02
333,32,92.58
333,33,221.16
333,34,163.55
333,35,79.59
333,36,65.02
333,37,73.48
333,38,206.13
333,39,89.71
333,40,32.92
333,41,39.67
333,42,28.53
333,43,63.44
333,44,56.43
333,45,111.37
333,46,175
333,47,190.57
333,48,215.92
333,49,199.55
333,50,61.83
333,51,91.28
333,52,86.08
333,53,47.72
334,1,192.56
334,2,58.64
334,3,145.73
334,4,163.94
334,5,32.68
334,6,83.06
334,7,125.98
334,8,126.97
334,9,86.49
334,10,79.46
334,11,60.65
334,12,201.61
334,13,209.91
334,14,196.18
334,15,110.82
334,16,100.79
334,17,88.87
334,18,124.11
334,19,132.59
334,20,130.05
334,21,95.5
334,22,89.08
334,23,99.24
334,24,93.85
334,25,115.25
334,26,115.31
334,27,51.59
334,28,37.98
334,29,120.95
334,30,34.12
334,31,73.04
334,32,88.61
334,33,217.19
334,34,159.58
334,35,75.62
334,36,61.05
334,37,69.51
334,38,202.16
334,39,100.7
334,40,34.29
334,41,35.7
334,42,24.56
334,43,59.47
334,44,52.46
334,45,107.4
334,46,171.03
334,47,186.6
334,48,211.95
334,49,195.58
334,50,57.85
334,51,87.31
334,52,82.11
334,53,43.75
335,1,202.42
335,2,43.24
335,3,155.58
335,4,204.78
335,5,74.56
335,6,147.63
335,7,166.82
335,8,191.54
335,9,114.81
335,10,137.6
335,11,135.38
335,12,192.91
335,13,194.1
335,14,237.02
335,15,151.66
335,16,141.62
335,17,139.12
335,18,164.95
335,19,173.43
335,20,170.89
335,21,148.71
335,22,116.41
335,23,140.08
335,24,134.69
335,25,179.82
335,26,179.87
335,27,116.15
335,28,102.55
335,29,161.79
335,30,98.68
335,31,137.61
335,32,146.75
335,33,227.04
335,34,87.38
335,35,140.19
335,36,107.75
335,37,110.35
335,38,193.46
335,39,165.26
335,40,109.5
335,41,100.26
335,42,84.4
335,43,124.03
335,44,112.03
335,45,148.24
335,46,211.87
335,47,227.44
335,48,203.25
335,49,186.88
335,50,101.55
335,51,128.15
335,52,146.67
335,53,108.31
336,1,194.97
336,2,35.79
336,3,148.14
336,4,197.33
336,5,67.12
336,6,140.18
336,7,159.38
336,8,184.09
336,9,107.36
336,10,130.16
336,11,127.93
336,12,185.47
336,13,186.65
336,14,229.57
336,15,144.22
336,16,134.18
336,17,131.67
336,18,157.51
336,19,165.98
336,20,163.44
336,21,141.26
336,22,108.97
336,23,132.63
336,24,127.24
336,25,172.37
336,26,172.43
336,27,108.71
336,28,95.1
336,29,154.34
336,30,91.24
336,31,130.16
336,32,139.31
336,33,219.6
336,34,63.74
336,35,132.74
336,36,100.3
336,37,102.9
336,38,186.02
336,39,157.82
336,40,102.06
336,41,92.82
336,42,76.96
336,43,116.59
336,44,104.58
336,45,140.79
336,46,204.42
336,47,219.99
336,48,195.81
336,49,179.43
336,50,94.1
336,51,120.7
336,52,139.23
336,53,100.87
337,1,188.55
337,2,29.37
337,3,141.72
337,4,190.92
337,5,60.7
337,6,133.76
337,7,152.96
337,8,177.67
337,9,100.95
337,10,123.74
337,11,121.51
337,12,179.05
337,13,180.23
337,14,223.16
337,15,137.8
337,16,127.76
337,17,125.26
337,18,151.09
337,19,159.56
337,20,157.03
337,21,134.84
337,22,102.55
337,23,126.22
337,24,120.82
337,25,165.95
337,26,166.01
337,27,102.29
337,28,88.69
337,29,147.92
337,30,84.82
337,31,123.75
337,32,132.89
337,33,213.18
337,34,70.16
337,35,126.32
337,36,93.88
337,37,96.49
337,38,179.6
337,39,151.4
337,40,95.64
337,41,86.4
337,42,70.54
337,43,110.17
337,44,98.16
337,45,134.37
337,46,198
337,47,213.57
337,48,189.39
337,49,173.01
337,50,87.69
337,51,114.28
337,52,132.81
337,53,94.45
338,1,189.89
338,2,30.71
338,3,143.06
338,4,192.25
338,5,62.04
338,6,89.2
338,7,154.3
338,8,133.11
338,9,102.28
338,10,85.6
338,11,64.45
338,12,180.39
338,13,181.57
338,14,224.49
338,15,139.14
338,16,129.1
338,17,95.01
338,18,152.43
338,19,160.9
338,20,158.36
338,21,136.18
338,22,103.88
338,23,127.55
338,24,122.16
338,25,121.39
338,26,121.45
338,27,57.73
338,28,44.13
338,29,149.26
338,30,40.26
338,31,79.18
338,32,94.75
338,33,214.52
338,34,131.65
338,35,81.76
338,36,95.22
338,37,97.82
338,38,180.93
338,39,106.84
338,40,43.5
338,41,41.84
338,42,30.7
338,43,65.61
338,44,58.6
338,45,135.71
338,46,199.34
338,47,214.91
338,48,190.73
338,49,174.35
338,50,89.02
338,51,115.62
338,52,88.25
338,53,49.89
339,1,165.04
339,2,13.03
339,3,118.21
339,4,167.41
339,5,37.19
339,6,110.25
339,7,129.45
339,8,154.16
339,9,77.44
339,10,100.23
339,11,98
339,12,155.54
339,13,156.72
339,14,199.65
339,15,114.29
339,16,104.25
339,17,101.75
339,18,127.58
339,19,136.05
339,20,133.51
339,21,111.33
339,22,79.04
339,23,102.71
339,24,97.31
339,25,142.44
339,26,142.5
339,27,78.78
339,28,65.18
339,29,124.41
339,30,61.31
339,31,100.24
339,32,109.38
339,33,189.67
339,34,113.96
339,35,102.81
339,36,70.37
339,37,72.98
339,38,156.09
339,39,127.89
339,40,72.13
339,41,62.89
339,42,47.03
339,43,86.66
339,44,74.65
339,45,110.86
339,46,174.49
339,47,190.06
339,48,165.88
339,49,149.5
339,50,64.18
339,51,90.77
339,52,109.3
339,53,70.94
340,1,167.33
340,2,8.15
340,3,120.49
340,4,169.69
340,5,39.47
340,6,112.54
340,7,131.73
340,8,156.45
340,9,79.72
340,10,102.51
340,11,100.29
340,12,157.83
340,13,159.01
340,14,201.93
340,15,116.57
340,16,106.54
340,17,104.03
340,18,129.86
340,19,138.34
340,20,135.8
340,21,113.62
340,22,81.32
340,23,104.99
340,24,99.6
340,25,144.73
340,26,144.79
340,27,81.06
340,28,67.46
340,29,126.7
340,30,63.59
340,31,102.52
340,32,111.67
340,33,191.96
340,34,109.08
340,35,105.1
340,36,72.66
340,37,75.26
340,38,158.37
340,39,130.18
340,40,74.42
340,41,65.17
340,42,49.32
340,43,88.95
340,44,76.94
340,45,113.15
340,46,176.78
340,47,192.35
340,48,168.17
340,49,151.79
340,50,66.46
340,51,93.06
340,52,111.59
340,53,73.22
341,1,165.2
341,2,1.82
341,3,118.36
341,4,166.08
341,5,35.86
341,6,108.93
341,7,128.12
341,8,152.84
341,9,76.11
341,10,98.9
341,11,96.68
341,12,154.21
341,13,156.88
341,14,198.32
341,15,112.96
341,16,102.92
341,17,100.42
341,18,126.25
341,19,134.73
341,20,132.19
341,21,110.01
341,22,77.71
341,23,101.38
341,24,95.99
341,25,141.12
341,26,141.17
341,27,77.45
341,28,63.85
341,29,123.09
341,30,59.98
341,31,98.91
341,32,108.05
341,33,189.82
341,34,102.76
341,35,101.49
341,36,69.05
341,37,71.65
341,38,154.76
341,39,126.56
341,40,70.8
341,41,61.56
341,42,45.7
341,43,85.33
341,44,73.33
341,45,109.53
341,46,173.17
341,47,188.74
341,48,164.55
341,49,148.18
341,50,62.85
341,51,89.45
341,52,107.97
341,53,69.61
342,1,172.82
342,2,13.64
342,3,125.99
342,4,175.19
342,5,44.97
342,6,118.03
342,7,137.23
342,8,161.94
342,9,85.22
342,10,108.01
342,11,105.78
342,12,163.32
342,13,164.5
342,14,207.43
342,15,122.07
342,16,112.03
342,17,109.53
342,18,135.36
342,19,143.83
342,20,141.3
342,21,119.11
342,22,86.82
342,23,110.49
342,24,105.09
342,25,150.22
342,26,150.28
342,27,86.56
342,28,72.96
342,29,132.19
342,30,69.09
342,31,108.02
342,32,117.16
342,33,197.45
342,34,114.58
342,35,110.59
342,36,78.15
342,37,80.76
342,38,163.87
342,39,135.67
342,40,79.91
342,41,70.67
342,42,54.81
342,43,94.44
342,44,82.43
342,45,118.64
342,46,182.27
342,47,197.84
342,48,173.66
342,49,157.29
342,50,71.96
342,51,98.55
342,52,117.08
342,53,78.72
343,1,212.54
343,2,82.15
343,3,165.71
343,4,233.8
343,5,119.63
343,6,192.7
343,7,200.12
343,8,236.61
343,9,152.44
343,10,182.67
343,11,180.45
343,12,225.97
343,13,204.22
343,14,266.04
343,15,184.96
343,16,167.81
343,17,182.17
343,18,198.25
343,19,206.73
343,20,204.19
343,21,182.01
343,22,154.04
343,23,170.25
343,24,167.99
343,25,224.89
343,26,224.94
343,27,161.22
343,28,147.62
343,29,195.09
343,30,143.75
343,31,182.68
343,32,191.82
343,33,237.17
343,34,82.04
343,35,185.26
343,36,152.82
343,37,155.42
343,38,204.39
343,39,210.33
343,40,154.57
343,41,145.33
343,42,129.47
343,43,169.1
343,44,157.1
343,45,181.54
343,46,240.89
343,47,256.46
343,48,236.31
343,49,199.36
343,50,146.62
343,51,158.36
343,52,191.74
343,53,153.38
344,1,181.42
344,2,51.02
344,3,134.58
344,4,202.68
344,5,88.51
344,6,161.57
344,7,169
344,8,205.48
344,9,121.31
344,10,151.54
344,11,149.32
344,12,194.84
344,13,173.1
344,14,234.92
344,15,153.84
344,16,136.68
344,17,151.05
344,18,167.12
344,19,175.6
344,20,173.06
344,21,150.88
344,22,122.91
344,23,139.12
344,24,136.86
344,25,193.76
344,26,193.82
344,27,130.1
344,28,116.49
344,29,163.96
344,30,112.63
344,31,151.55
344,32,160.7
344,33,206.04
344,34,50.91
344,35,154.13
344,36,121.69
344,37,124.29
344,38,173.26
344,39,179.21
344,40,123.45
344,41,114.2
344,42,98.35
344,43,137.98
344,44,125.97
344,45,150.41
344,46,209.76
344,47,225.33
344,48,205.18
344,49,168.24
344,50,115.49
344,51,127.23
344,52,160.62
344,53,122.25
345,1,164.9
345,2,34.5
345,3,118.06
345,4,186.16
345,5,71.99
345,6,145.05
345,7,152.48
345,8,188.96
345,9,104.79
345,10,135.03
345,11,132.8
345,12,178.32
345,13,156.58
345,14,218.4
345,15,137.32
345,16,120.16
345,17,134.53
345,18,150.61
345,19,159.08
345,20,156.54
345,21,134.36
345,22,106.39
345,23,122.6
345,24,120.34
345,25,177.24
345,26,177.3
345,27,113.58
345,28,99.97
345,29,147.44
345,30,96.11
345,31,135.03
345,32,144.18
345,33,189.53
345,34,66.75
345,35,137.61
345,36,105.17
345,37,107.77
345,38,156.74
345,39,162.69
345,40,106.93
345,41,97.69
345,42,81.83
345,43,121.46
345,44,109.45
345,45,133.89
345,46,193.24
345,47,208.81
345,48,188.66
345,49,151.72
345,50,98.97
345,51,110.71
345,52,144.1
345,53,105.74
346,1,162.14
346,2,33.32
346,3,115.3
346,4,184.97
346,5,70.8
346,6,143.86
346,7,151.29
346,8,187.77
346,9,103.61
346,10,133.84
346,11,131.61
346,12,175.56
346,13,153.82
346,14,217.21
346,15,136.13
346,16,118.98
346,17,133.34
346,18,149.42
346,19,157.89
346,20,155.36
346,21,133.17
346,22,105.21
346,23,121.42
346,24,119.15
346,25,176.05
346,26,176.11
346,27,112.39
346,28,98.79
346,29,146.25
346,30,94.92
346,31,133.85
346,32,142.99
346,33,186.76
346,34,69.43
346,35,136.42
346,36,103.98
346,37,106.59
346,38,153.98
346,39,161.5
346,40,105.74
346,41,96.5
346,42,80.64
346,43,120.27
346,44,108.26
346,45,132.7
346,46,192.06
346,47,207.63
346,48,185.9
346,49,148.96
346,50,97.79
346,51,109.52
346,52,142.91
346,53,104.55
347,1,160.49
347,2,12.61
347,3,113.65
347,4,164.26
347,5,50.09
347,6,123.16
347,7,130.58
347,8,167.06
347,9,82.9
347,10,113.13
347,11,110.91
347,12,161
347,13,152.17
347,14,196.5
347,15,115.42
347,16,98.27
347,17,112.63
347,18,128.71
347,19,137.18
347,20,134.65
347,21,112.47
347,22,84.5
347,23,100.71
347,24,98.44
347,25,155.35
347,26,155.4
347,27,91.68
347,28,78.08
347,29,125.54
347,30,74.21
347,31,113.14
347,32,122.28
347,33,185.11
347,34,90.6
347,35,115.72
347,36,83.28
347,37,85.88
347,38,152.33
347,39,140.79
347,40,85.03
347,41,75.79
347,42,59.93
347,43,99.56
347,44,87.56
347,45,111.99
347,46,171.35
347,47,186.92
347,48,171.34
347,49,147.31
347,50,77.08
347,51,88.82
347,52,122.2
347,53,83.84
348,1,145.84
348,2,17.54
348,3,99
348,4,149.61
348,5,55.02
348,6,128.08
348,7,115.93
348,8,159.25
348,9,68.25
348,10,97.7
348,11,115.84
348,12,146.35
348,13,137.52
348,14,181.85
348,15,100.77
348,16,83.62
348,17,97.98
348,18,114.06
348,19,122.53
348,20,120
348,21,97.81
348,22,69.85
348,23,86.06
348,24,83.79
348,25,147.53
348,26,147.59
348,27,86.54
348,28,83.01
348,29,110.89
348,30,79.14
348,31,105.33
348,32,99.66
348,33,170.46
348,34,102.98
348,35,107.9
348,36,73.65
348,37,68.37
348,38,137.68
348,39,145.72
348,40,89.96
348,41,80.72
348,42,64.86
348,43,98.07
348,44,79.15
348,45,97.34
348,46,156.7
348,47,172.27
348,48,156.69
348,49,132.66
348,50,66.53
348,51,74.17
348,52,114.39
348,53,88.77
349,1,127.76
349,2,46.68
349,3,80.93
349,4,169.31
349,5,80.48
349,6,153.54
349,7,135.63
349,8,178.95
349,9,87.95
349,10,117.4
349,11,141.3
349,12,141.19
349,13,119.45
349,14,179.47
349,15,120.47
349,16,103.32
349,17,117.68
349,18,133.76
349,19,142.24
349,20,139.7
349,21,117.52
349,22,89.55
349,23,105.76
349,24,103.5
349,25,167.23
349,26,167.29
349,27,106.24
349,28,104.38
349,29,130.6
349,30,104.6
349,31,125.03
349,32,119.36
349,33,152.39
349,34,105.03
349,35,127.6
349,36,93.35
349,37,88.07
349,38,119.61
349,39,171.18
349,40,115.42
349,41,106.18
349,42,90.32
349,43,117.78
349,44,98.86
349,45,117.05
349,46,176.4
349,47,191.97
349,48,151.53
349,49,114.59
349,50,86.23
349,51,93.87
349,52,134.09
349,53,114.23
350,1,129.45
350,2,34.03
350,3,82.62
350,4,156.66
350,5,67.83
350,6,140.89
350,7,122.98
350,8,166.3
350,9,75.3
350,10,104.75
350,11,128.64
350,12,142.88
350,13,121.13
350,14,188.9
350,15,107.82
350,16,90.67
350,17,105.03
350,18,121.11
350,19,129.58
350,20,127.05
350,21,104.86
350,22,76.9
350,23,93.11
350,24,90.84
350,25,154.58
350,26,154.64
350,27,93.59
350,28,91.73
350,29,117.94
350,30,91.95
350,31,112.37
350,32,106.71
350,33,154.08
350,34,112.27
350,35,114.95
350,36,80.7
350,37,75.42
350,38,121.3
350,39,158.53
350,40,102.77
350,41,93.53
350,42,77.67
350,43,105.12
350,44,86.2
350,45,104.39
350,46,163.75
350,47,179.32
350,48,153.22
350,49,116.28
350,50,73.58
350,51,81.22
350,52,121.44
350,53,101.58
351,1,121.89
351,2,41.55
351,3,75.06
351,4,138.42
351,5,49.59
351,6,122.65
351,7,104.74
351,8,148.06
351,9,57.06
351,10,86.51
351,11,110.4
351,12,135.32
351,13,113.57
351,14,170.66
351,15,89.58
351,16,72.43
351,17,86.79
351,18,102.87
351,19,111.34
351,20,108.81
351,21,86.62
351,22,58.66
351,23,74.87
351,24,72.6
351,25,136.34
351,26,136.4
351,27,75.35
351,28,73.49
351,29,99.7
351,30,73.71
351,31,94.13
351,32,88.47
351,33,146.52
351,34,126.99
351,35,96.71
351,36,62.46
351,37,57.18
351,38,113.74
351,39,140.29
351,40,84.53
351,41,75.28
351,42,59.43
351,43,86.88
351,44,67.96
351,45,86.15
351,46,145.5
351,47,161.08
351,48,145.66
351,49,108.71
351,50,55.34
351,51,62.97
351,52,103.2
351,53,83.33
352,1,120.07
352,2,41.64
352,3,73.24
352,4,164.27
352,5,75.44
352,6,148.5
352,7,130.59
352,8,173.91
352,9,82.91
352,10,112.36
352,11,136.25
352,12,133.5
352,13,111.75
352,14,171.78
352,15,115.43
352,16,98.28
352,17,112.64
352,18,128.72
352,19,137.19
352,20,134.66
352,21,112.47
352,22,84.51
352,23,100.72
352,24,98.45
352,25,162.19
352,26,162.25
352,27,101.2
352,28,99.34
352,29,125.55
352,30,99.56
352,31,119.98
352,32,114.32
352,33,144.7
352,34,111.41
352,35,122.56
352,36,88.31
352,37,83.03
352,38,111.92
352,39,166.14
352,40,110.38
352,41,101.14
352,42,85.28
352,43,112.73
352,44,93.81
352,45,112
352,46,171.36
352,47,175.51
352,48,143.84
352,49,106.89
352,50,81.19
352,51,88.83
352,52,129.05
352,53,109.19
353,1,106.98
353,2,54.76
353,3,60.14
353,4,158.92
353,5,87.88
353,6,160.95
353,7,143.04
353,8,186.36
353,9,95.35
353,10,124.8
353,11,148.7
353,12,120.41
353,13,98.66
353,14,158.68
353,15,127.88
353,16,110.72
353,17,125.09
353,18,141.17
353,19,149.64
353,20,147.1
353,21,124.92
353,22,96.95
353,23,113.16
353,24,110.9
353,25,174.64
353,26,174.7
353,27,113.65
353,28,111.79
353,29,138
353,30,112
353,31,132.43
353,32,126.77
353,33,131.61
353,34,124.53
353,35,135.01
353,36,100.76
353,37,95.48
353,38,98.82
353,39,178.59
353,40,122.82
353,41,113.58
353,42,97.73
353,43,125.18
353,44,106.26
353,45,124.45
353,46,183.8
353,47,162.41
353,48,130.74
353,49,93.8
353,50,93.64
353,51,101.27
353,52,141.5
