"Customers","Products","Periods","DemandPeriods"
322,2,10,2125
322,3,1,7298
322,3,2,12117
322,3,3,22319
322,3,4,27902
322,3,5,29793
322,3,6,43497
322,3,7,43879
322,3,8,56423
322,3,9,58288
322,3,10,66932
322,4,1,378
322,4,2,657
322,4,3,1263
322,4,4,1642
322,4,5,2042
322,4,6,2202
322,4,7,2752
322,4,8,3144
322,4,9,3632
322,4,10,4008
323,1,1,1441
323,1,2,3252
323,1,3,4705
323,1,4,6003
323,1,5,7647
323,1,6,8886
323,1,7,9396
323,1,8,11122
323,1,9,12391
323,1,10,14093
323,2,1,1053
323,2,2,1594
323,2,3,3154
323,2,4,3680
323,2,5,4944
323,2,6,6010
323,2,7,6442
323,2,8,7099
323,2,9,8072
323,2,10,9186
323,3,1,4257
323,3,2,9328
323,3,3,12054
323,3,4,17381
323,3,5,22674
323,3,6,25246
323,3,7,30200
323,3,8,31541
323,3,9,36211
323,3,10,40985
323,4,1,824
323,4,2,1770
323,4,3,2376
323,4,4,3449
323,4,5,3869
323,4,6,5231
323,4,7,5335
323,4,8,6795
323,4,9,7380
323,4,10,8148
324,1,1,272
324,1,2,521
324,1,3,877
324,1,4,1008
324,1,5,1225
324,1,6,1541
324,1,7,1702
324,1,8,2186
324,1,9,2438
324,1,10,2608
324,2,1,125
324,2,2,268
324,2,3,370
324,2,4,424
324,2,5,655
324,2,6,732
324,2,7,827
324,2,8,909
324,2,9,1083
324,2,10,1173
324,3,1,2270
324,3,2,3785
324,3,3,6711
324,3,4,8715
324,3,5,9790
324,3,6,12519
324,3,7,13531
324,3,8,15769
324,3,9,17583
324,3,10,19893
324,4,1,82
324,4,2,183
324,4,3,306
324,4,4,352
324,4,5,484
324,4,6,501
324,4,7,594
324,4,8,667
324,4,9,776
324,4,10,882
325,1,1,336
325,1,2,713
325,1,3,898
325,1,4,1388
325,1,5,1852
325,1,6,2167
325,1,7,2490
325,1,8,2585
325,1,9,2916
325,1,10,3350
325,2,1,191
325,2,2,447
325,2,3,658
325,2,4,918
325,2,5,960
325,2,6,1139
325,2,7,1333
325,2,8,1736
325,2,9,1827
325,2,10,2058
325,3,1,1941
325,3,2,3619
325,3,3,5238
325,3,4,7590
325,3,5,7469
325,3,6,9650
325,3,7,11626
325,3,8,14151
325,3,9,15159
325,3,10,16819
325,4,1,194
325,4,2,309
325,4,3,516
325,4,4,747
325,4,5,910
325,4,6,1162
325,4,7,1257
325,4,8,1438
325,4,9,1572
325,4,10,1778
326,1,1,425
326,1,2,807
326,1,3,1405
326,1,4,1719
326,1,5,2181
326,1,6,2606
326,1,7,3244
326,1,8,3512
326,1,9,3942
326,1,10,4414
326,2,1,359
326,2,2,622
326,2,3,1186
326,2,4,1236
326,2,5,1547
326,2,6,2034
326,2,7,2389
326,2,8,2610
326,2,9,3121
326,2,10,3456
326,3,1,2417
326,3,2,3938
326,3,3,5398
326,3,4,9280
326,3,5,11063
326,3,6,13367
326,3,7,13828
326,3,8,16976
326,3,9,18638
326,3,10,20807
326,4,1,157
326,4,2,311
326,4,3,464
326,4,4,787
326,4,5,807
326,4,6,1018
326,4,7,1280
326,4,8,1354
326,4,9,1504
326,4,10,1734
327,1,1,303
327,1,2,570
327,1,3,841
327,1,4,1046
327,1,5,1692
327,1,6,1728
327,1,7,2243
327,1,8,2428
327,1,9,2696
327,1,10,3032
327,2,1,127
327,2,2,275
327,2,3,361
327,2,4,441
327,2,5,619
327,2,6,736
327,2,7,938
327,2,8,1045
327,2,9,1185
327,2,10,1273
327,3,1,688
327,3,2,1710
327,3,3,2070
327,3,4,3403
327,3,5,3456
327,3,6,4629
327,3,7,5830
327,3,8,6232
327,3,9,6683
327,3,10,7717
327,4,1,84
327,4,2,149
327,4,3,272
327,4,4,314
327,4,5,365
327,4,6,494
327,4,7,556
327,4,8,605
327,4,9,725
327,4,10,790
328,1,1,790
328,1,2,1419
328,1,3,2585
328,1,4,3764
328,1,5,4502
328,1,6,5294
328,1,7,6079
328,1,8,6561
328,1,9,7645
328,1,10,8585
328,2,1,441
328,2,2,837
328,2,3,1183
328,2,4,1904
328,2,5,2135
328,2,6,2357
328,2,7,3119
328,2,8,3542
328,2,9,3809
328,2,10,4357
328,3,1,2919
328,3,2,6146
328,3,3,11285
328,3,4,15628
328,3,5,17255
328,3,6,19805
328,3,7,24335
328,3,8,29027
328,3,9,30429
328,3,10,34896
328,4,1,431
328,4,2,741
328,4,3,1206
328,4,4,1640
328,4,5,1822
328,4,6,2018
328,4,7,2610
328,4,8,2943
328,4,9,3175
328,4,10,3609
329,1,1,3143
329,1,2,5328
329,1,3,10991
329,1,4,11329
329,1,5,14228
329,1,6,18285
329,1,7,21106
329,1,8,26505
329,1,9,28522
329,1,10,31804
329,2,1,1970
329,2,2,3583
329,2,3,5691
329,2,4,8121
329,2,5,9715
329,2,6,12320
329,2,7,14985
329,2,8,17345
329,2,9,18648
329,2,10,20586
329,3,1,23495
329,3,2,47134
329,3,3,74901
329,3,4,114537
329,3,5,136863
329,3,6,149739
329,3,7,203980
329,3,8,211747
329,3,9,249982
329,3,10,272080
329,4,1,2556
329,4,2,4739
329,4,3,5851
329,4,4,8514
329,4,5,10424
329,4,6,12706
329,4,7,15657
329,4,8,16921
329,4,9,19664
329,4,10,22335
330,1,1,1174
330,1,2,2680
330,1,3,3435
330,1,4,4906
330,1,5,6183
330,1,6,7315
330,1,7,8735
330,1,8,9400
330,1,9,10217
330,1,10,11674
330,2,1,1354
330,2,2,2534
330,2,3,3565
330,2,4,5502
330,2,5,6861
330,2,6,7702
330,2,7,9344
330,2,8,10015
330,2,9,11315
330,2,10,12842
330,3,1,5078
330,3,2,11270
330,3,3,14780
330,3,4,17965
330,3,5,23215
330,3,6,29661
330,3,7,34424
330,3,8,42038
330,3,9,44992
330,3,10,51079
330,4,1,2076
330,4,2,3128
330,4,3,5597
330,4,4,8113
330,4,5,9136
330,4,6,11245
330,4,7,12047
330,4,8,15279
330,4,9,16494
330,4,10,18328
331,1,1,2165
331,1,2,4699
331,1,3,5600
331,1,4,8360
331,1,5,9887
331,1,6,12729
331,1,7,14921
331,1,8,16219
331,1,9,18362
331,1,10,20890
331,2,1,1366
331,2,2,3425
331,2,3,4575
331,2,4,6791
331,2,5,7152
331,2,6,9889
331,2,7,11086
331,2,8,12700
331,2,9,14206
331,2,10,15982
331,3,1,7805
331,3,2,15507
331,3,3,21911
331,3,4,28927
331,3,5,36336
331,3,6,47147
331,3,7,48595
331,3,8,56327
331,3,9,65603
331,3,10,74875
331,4,1,415
331,4,2,1117
331,4,3,1284
331,4,4,1964
331,4,5,2247
331,4,6,3019
331,4,7,3651
331,4,8,4267
331,4,9,4713
331,4,10,5037
332,1,1,167
332,1,2,293
332,1,3,506
332,1,4,705
332,1,5,902
332,1,6,984
332,1,7,1159
332,1,8,1280
332,1,9,1514
332,1,10,1632
332,2,1,103
332,2,2,272
332,2,3,339
332,2,4,463
332,2,5,574
332,2,6,697
332,2,7,842
332,2,8,998
332,2,9,1097
332,2,10,1216
332,3,1,789
332,3,2,1643
332,3,3,2478
332,3,4,3954
332,3,5,4447
332,3,6,5419
332,3,7,6995
332,3,8,7483
332,3,9,8841
332,3,10,9613
332,4,1,110
332,4,2,173
332,4,3,266
332,4,4,440
332,4,5,494
332,4,6,556
332,4,7,681
332,4,8,779
332,4,9,904
332,4,10,971
333,1,1,277
333,1,2,495
333,1,3,905
333,1,4,1221
333,1,5,1450
333,1,6,1828
333,1,7,2052
333,1,8,2097
333,1,9,2587
333,1,10,2785
333,2,1,101
333,2,2,169
333,2,3,332
333,2,4,409
333,2,5,450
333,2,6,649
333,2,7,676
333,2,8,831
333,2,9,880
333,2,10,990
333,3,1,1917
333,3,2,3972
333,3,3,5846
333,3,4,7856
333,3,5,9803
333,3,6,11658
333,3,7,13454
333,3,8,15034
333,3,9,17778
333,3,10,19830
333,4,1,116
333,4,2,227
333,4,3,384
333,4,4,521
333,4,5,672
333,4,6,687
333,4,7,821
333,4,8,917
333,4,9,1090
333,4,10,1219
334,1,1,1962
334,1,2,3858
334,1,3,7048
334,1,4,9035
334,1,5,10522
334,1,6,11428
334,1,7,15009
334,1,8,17028
334,1,9,18763
334,1,10,20558
334,2,1,1592
334,2,2,3083
334,2,3,5135
334,2,4,7716
334,2,5,7660
334,2,6,9647
334,2,7,11063
334,2,8,14405
334,2,9,15543
334,2,10,17053
334,3,1,9656
334,3,2,17988
334,3,3,30125
334,3,4,41431
334,3,5,46747
334,3,6,52368
334,3,7,68173
334,3,8,71897
334,3,9,81444
334,3,10,91973
334,4,1,3314
334,4,2,7443
334,4,3,10584
334,4,4,14452
334,4,5,16616
334,4,6,20183
334,4,7,21808
334,4,8,26051
334,4,9,29149
334,4,10,31915
335,1,1,554
335,1,2,857
335,1,3,1248
335,1,4,1732
335,1,5,2128
335,1,6,2729
335,1,7,3092
335,1,8,3861
335,1,9,4056
335,1,10,4656
335,2,1,364
335,2,2,565
335,2,3,993
335,2,4,1181
335,2,5,1440
335,2,6,1897
335,2,7,2132
335,2,8,2630
335,2,9,2799
335,2,10,3200
335,3,1,1197
335,3,2,2336
335,3,3,4002
335,3,4,6314
335,3,5,6552
335,3,6,8107
335,3,7,10278
335,3,8,11385
335,3,9,12232
335,3,10,14082
335,4,1,324
335,4,2,612
335,4,3,917
335,4,4,1317
335,4,5,1914
335,4,6,2301
335,4,7,2289
335,4,8,2816
335,4,9,3236
335,4,10,3533
336,1,1,49
336,1,2,109
336,1,3,195
336,1,4,209
336,1,5,301
336,1,6,362
336,1,7,406
336,1,8,465
336,1,9,523
336,1,10,594
336,2,1,42
336,2,2,83
336,2,3,104
336,2,4,160
336,2,5,198
336,2,6,245
336,2,7,273
336,2,8,320
336,2,9,359
336,2,10,411
336,3,1,352
336,3,2,858
336,3,3,1268
336,3,4,1665
336,3,5,1951
336,3,6,2294
336,3,7,2641
336,3,8,3114
336,3,9,3630
336,3,10,3972
336,4,1,34
336,4,2,61
336,4,3,98
336,4,4,148
336,4,5,158
336,4,6,201
336,4,7,227
336,4,8,283
336,4,9,312
336,4,10,336
337,1,1,34
337,1,2,72
337,1,3,93
337,1,4,128
337,1,5,160
337,1,6,174
337,1,7,219
337,1,8,240
337,1,9,288
337,1,10,309
337,2,1,24
337,2,2,56
337,2,3,67
337,2,4,102
337,2,5,116
337,2,6,155
337,2,7,167
337,2,8,203
337,2,9,219
337,2,10,253
337,3,1,83
337,3,2,178
337,3,3,270
337,3,4,324
337,3,5,422
337,3,6,508
337,3,7,615
337,3,8,693
337,3,9,772
337,3,10,865
337,4,1,24
337,4,2,49
337,4,3,70
337,4,4,100
337,4,5,108
337,4,6,130
337,4,7,177
337,4,8,196
337,4,9,220
337,4,10,237
338,1,1,819
338,1,2,1875
338,1,3,3162
338,1,4,4016
338,1,5,4205
338,1,6,5940
338,1,7,6571
338,1,8,7665
338,1,9,8667
338,1,10,9442
338,2,1,867
338,2,2,1787
338,2,3,2987
338,2,4,3389
338,2,5,4655
338,2,6,5243
338,2,7,6256
338,2,8,7355
338,2,9,8712
338,2,10,9444
338,3,1,2555
338,3,2,4700
338,3,3,8388
338,3,4,9125
338,3,5,12116
338,3,6,16659
338,3,7,18633
338,3,8,20302
338,3,9,23005
338,3,10,26319
338,4,1,450
338,4,2,1054
338,4,3,1575
338,4,4,1904
338,4,5,2567
338,4,6,2905
338,4,7,3494
338,4,8,4222
338,4,9,4778
338,4,10,5239
339,1,1,27
339,1,2,47
339,1,3,64
339,1,4,113
339,1,5,127
339,1,6,146
339,1,7,179
339,1,8,201
339,1,9,229
339,1,10,252
339,2,1,24
339,2,2,43
339,2,3,57
339,2,4,90
339,2,5,105
339,2,6,136
339,2,7,154
339,2,8,186
339,2,9,202
339,2,10,221
339,3,1,52
339,3,2,112
339,3,3,179
339,3,4,242
339,3,5,361
339,3,6,394
339,3,7,467
339,3,8,502
339,3,9,600
339,3,10,645
339,4,1,12
339,4,2,29
339,4,3,46
339,4,4,52
339,4,5,74
339,4,6,95
339,4,7,98
339,4,8,111
339,4,9,133
339,4,10,144
340,1,1,7
340,1,2,17
340,1,3,27
340,1,4,36
340,1,5,36
340,1,6,47
340,1,7,58
340,1,8,64
340,1,9,74
340,1,10,80
340,2,1,4
340,2,2,9
340,2,3,12
340,2,4,16
340,2,5,23
340,2,6,29
340,2,7,31
340,2,8,34
340,2,9,41
340,2,10,45
340,3,1,28
340,3,2,55
340,3,3,94
340,3,4,95
340,3,5,131
340,3,6,174
340,3,7,190
340,3,8,212
340,3,9,236
340,3,10,273
340,4,1,6
340,4,2,10
340,4,3,19
340,4,4,25
340,4,5,28
340,4,6,32
340,4,7,41
340,4,8,47
340,4,9,52
340,4,10,56
341,1,1,7
341,1,2,14
341,1,3,22
341,1,4,34
341,1,5,41
341,1,6,44
341,1,7,59
341,1,8,62
341,1,9,74
341,1,10,80
341,2,1,3
341,2,2,5
341,2,3,9
341,2,4,13
341,2,5,16
341,2,6,17
341,2,7,22
341,2,8,23
341,2,9,27
341,2,10,30
341,3,1,16
341,3,2,29
341,3,3,41
341,3,4,57
341,3,5,68
341,3,6,98
341,3,7,110
341,3,8,116
341,3,9,140
341,3,10,150
341,4,1,3
341,4,2,5
341,4,3,7
341,4,4,9
341,4,5,11
341,4,6,14
341,4,7,16
341,4,8,17
341,4,9,20
341,4,10,22
342,1,1,20
342,1,2,45
342,1,3,63
342,1,4,78
342,1,5,100
342,1,6,118
342,1,7,135
342,1,8,154
342,1,9,183
342,1,10,198
342,2,1,29
342,2,2,52
342,2,3,82
342,2,4,89
342,2,5,131
342,2,6,154
342,2,7,173
342,2,8,201
342,2,9,213
342,2,10,244
342,3,1,54
342,3,2,94
342,3,3,123
342,3,4,176
342,3,5,267
342,3,6,297
342,3,7,355
342,3,8,383
342,3,9,451
342,3,10,483
342,4,1,11
342,4,2,20
342,4,3,33
342,4,4,46
342,4,5,61
342,4,6,69
342,4,7,83
342,4,8,99
342,4,9,105
342,4,10,118
343,1,1,511
343,1,2,1145
343,1,3,1722
343,1,4,2358
343,1,5,2902
343,1,6,3274
343,1,7,4084
343,1,8,4501
343,1,9,5272
343,1,10,5743
343,2,1,569
343,2,2,1141
343,2,3,2006
343,2,4,2550
343,2,5,2665
343,2,6,3362
343,2,7,4349
343,2,8,4554
343,2,9,5134
343,2,10,5768
343,3,1,3413
343,3,2,6111
343,3,3,9745
343,3,4,11426
343,3,5,14796
343,3,6,18138
343,3,7,21263
343,3,8,26487
343,3,9,29500
343,3,10,31624
343,4,1,359
343,4,2,720
343,4,3,961
343,4,4,1401
343,4,5,1435
343,4,6,1961
343,4,7,2314
343,4,8,2559
343,4,9,2801
343,4,10,3189
344,1,1,221
344,1,2,412
344,1,3,721
344,1,4,993
344,1,5,1219
344,1,6,1472
344,1,7,1705
344,1,8,1748
344,1,9,2080
344,1,10,2272
344,2,1,247
344,2,2,364
344,2,3,707
344,2,4,884
344,2,5,1070
344,2,6,1351
344,2,7,1383
344,2,8,1621
344,2,9,1873
344,2,10,2111
344,3,1,884
344,3,2,1968
344,3,3,2839
344,3,4,3005
344,3,5,4492
344,3,6,5400
344,3,7,6104
344,3,8,7047
344,3,9,7910
344,3,10,8515
344,4,1,429
344,4,2,865
344,4,3,1278
344,4,4,1460
344,4,5,1765
344,4,6,2299
344,4,7,2815
344,4,8,3121
344,4,9,3638
344,4,10,3928
345,1,1,175
345,1,2,474
345,1,3,695
345,1,4,825
345,1,5,978
345,1,6,1419
345,1,7,1447
345,1,8,1695
345,1,9,1944
345,1,10,2177
345,2,1,121
345,2,2,252
345,2,3,480
345,2,4,529
345,2,5,815
345,2,6,810
345,2,7,1052
345,2,8,1196
345,2,9,1342
345,2,10,1483
345,3,1,2111
345,3,2,3917
345,3,3,6343
345,3,4,8222
345,3,5,9071
345,3,6,10877
345,3,7,13389
345,3,8,15683
345,3,9,17531
345,3,10,18878
345,4,1,229
345,4,2,475
345,4,3,725
345,4,4,948
345,4,5,1196
345,4,6,1445
345,4,7,1484
345,4,8,1683
345,4,9,2016
345,4,10,2212
346,1,1,388
346,1,2,569
346,1,3,1091
346,1,4,1386
346,1,5,1753
346,1,6,2104
346,1,7,2252
346,1,8,2699
346,1,9,3141
346,1,10,3398
346,2,1,184
346,2,2,405
346,2,3,632
346,2,4,848
346,2,5,1006
346,2,6,1203
346,2,7,1395
346,2,8,1716
346,2,9,1881
346,2,10,2043
346,3,1,1819
346,3,2,3096
346,3,3,4942
346,3,4,7248
346,3,5,9653
346,3,6,9906
346,3,7,12732
346,3,8,13466
346,3,9,16006
346,3,10,17769
346,4,1,161
346,4,2,371
346,4,3,491
346,4,4,686
346,4,5,994
346,4,6,1164
346,4,7,1412
346,4,8,1552
346,4,9,1709
346,4,10,1889
347,1,1,135
347,1,2,255
347,1,3,304
347,1,4,471
347,1,5,508
347,1,6,687
347,1,7,847
347,1,8,851
347,1,9,976
347,1,10,1128
347,2,1,46
347,2,2,71
347,2,3,120
347,2,4,164
347,2,5,206
347,2,6,260
347,2,7,295
347,2,8,336
347,2,9,367
347,2,10,424
347,3,1,426
347,3,2,871
347,3,3,1519
347,3,4,2004
347,3,5,2810
347,3,6,2821
347,3,7,3817
347,3,8,4111
347,3,9,4781
347,3,10,5186
347,4,1,15
347,4,2,41
347,4,3,46
347,4,4,66
347,4,5,85
347,4,6,103
347,4,7,122
347,4,8,140
347,4,9,157
347,4,10,174
348,1,1,62
348,1,2,137
348,1,3,201
348,1,4,265
348,1,5,333
348,1,6,391
348,1,7,439
348,1,8,520
348,1,9,574
348,1,10,632
348,2,1,21
348,2,2,44
348,2,3,75
348,2,4,83
348,2,5,112
348,2,6,137
348,2,7,139
348,2,8,182
348,2,9,194
348,2,10,216
348,3,1,250
348,3,2,411
348,3,3,732
348,3,4,956
348,3,5,1227
348,3,6,1502
348,3,7,1625
348,3,8,1824
348,3,9,2170
348,3,10,2361
348,4,1,10
348,4,2,16
348,4,3,23
348,4,4,37
348,4,5,46
348,4,6,56
348,4,7,63
348,4,8,75
348,4,9,81
348,4,10,91
349,1,1,1545
349,1,2,3081
349,1,3,5127
349,1,4,7062
349,1,5,8795
349,1,6,10418
349,1,7,11277
349,1,8,12310
349,1,9,14661
349,1,10,16209
349,2,1,497
349,2,2,1321
349,2,3,1626
349,2,4,2523
349,2,5,2789
349,2,6,3253
349,2,7,4079
349,2,8,4349
349,2,9,5133
349,2,10,5720
349,3,1,9758
349,3,2,22421
349,3,3,34579
349,3,4,41106
349,3,5,57879
349,3,6,67546
349,3,7,84984
349,3,8,97365
349,3,9,104304
349,3,10,118053
349,4,1,883
349,4,2,1263
349,4,3,2473
349,4,4,3378
349,4,5,3682
349,4,6,4711
349,4,7,5420
349,4,8,5984
349,4,9,6998
349,4,10,7606
350,1,1,72
350,1,2,151
350,1,3,239
350,1,4,310
350,1,5,421
350,1,6,503
350,1,7,544
350,1,8,636
350,1,9,720
350,1,10,798
350,2,1,66
350,2,2,129
350,2,3,208
350,2,4,319
350,2,5,349
350,2,6,438
350,2,7,508
350,2,8,535
350,2,9,644
350,2,10,704
350,3,1,456
350,3,2,936
350,3,3,1366
350,3,4,2043
350,3,5,2446
350,3,6,3443
350,3,7,3693
350,3,8,4490
350,3,9,4870
350,3,10,5313
350,4,1,75
350,4,2,168
350,4,3,304
350,4,4,327
350,4,5,461
350,4,6,552
350,4,7,651
350,4,8,721
350,4,9,772
350,4,10,877
351,1,1,3
351,1,2,5
351,1,3,6
351,1,4,8
351,1,5,11
351,1,6,13
351,1,7,15
351,1,8,17
351,1,9,19
351,1,10,22
351,2,1,2
351,2,2,4
351,2,3,5
351,2,4,7
351,2,5,10
351,2,6,13
351,2,7,14
351,2,8,15
351,2,9,18
351,2,10,20
351,3,1,8
351,3,2,17
351,3,3,25
351,3,4,38
351,3,5,47
351,3,6,57
351,3,7,62
351,3,8,67
351,3,9,78
351,3,10,89
351,4,1,1
351,4,2,3
351,4,3,4
351,4,4,4
351,4,5,6
351,4,6,8
351,4,7,9
351,4,8,10
351,4,9,11
351,4,10,13
352,1,1,237
352,1,2,641
352,1,3,905
352,1,4,1115
352,1,5,1225
352,1,6,1604
352,1,7,2037
352,1,8,2116
352,1,9,2558
352,1,10,2767
352,2,1,208
352,2,2,455
352,2,3,541
352,2,4,753
352,2,5,993
352,2,6,1237
352,2,7,1449
352,2,8,1655
352,2,9,1754
352,2,10,1953
352,3,1,1160
352,3,2,2522
352,3,3,3483
352,3,4,5649
352,3,5,5795
352,3,6,7488
352,3,7,8689
352,3,8,10388
352,3,9,11806
352,3,10,12934
352,4,1,139
352,4,2,315
352,4,3,399
352,4,4,595
352,4,5,663
352,4,6,905
352,4,7,960
352,4,8,1104
352,4,9,1250
352,4,10,1385
353,1,1,155
353,1,2,288
353,1,3,442
353,1,4,501
353,1,5,722
353,1,6,814
353,1,7,961
353,1,8,1089
353,1,9,1160
353,1,10,1302
353,2,1,88
353,2,2,172
353,2,3,312
353,2,4,411
353,2,5,453
353,2,6,608
353,2,7,706
353,2,8,767
353,2,9,866
353,2,10,965
353,3,1,566
353,3,2,1048
353,3,3,1558
353,3,4,2496
353,3,5,3014
353,3,6,3404
353,3,7,3787
353,3,8,4506
353,3,9,4983
353,3,10,5579
353,4,1,100
353,4,2,198
353,4,3,238
353,4,4,360
353,4,5,458
353,4,6,510
353,4,7,647
353,4,8,709
353,4,9,767
353,4,10,878
354,1,1,13
354,1,2,27
354,1,3,39
354,1,4,46
354,1,5,68
354,1,6,75
354,1,7,94
354,1,8,102
354,1,9,116
354,1,10,126
354,2,1,16
354,2,2,33
354,2,3,49
354,2,4,80
354,2,5,96
354,2,6,100
354,2,7,135
354,2,8,145
354,2,9,163
354,2,10,179
354,3,1,111
354,3,2,174
354,3,3,315
354,3,4,402
354,3,5,500
354,3,6,627
354,3,7,778
354,3,8,855
354,3,9,953
354,3,10,1055
354,4,1,12
354,4,2,31
354,4,3,36
354,4,4,50
354,4,5,70
354,4,6,77
354,4,7,89
354,4,8,104
354,4,9,124
354,4,10,137
355,1,1,124
355,1,2,174
355,1,3,323
355,1,4,430
355,1,5,565
355,1,6,655
355,1,7,723
355,1,8,890
355,1,9,930
355,1,10,1054
355,2,1,33
355,2,2,62
355,2,3,99
355,2,4,131
355,2,5,149
355,2,6,190
355,2,7,240
355,2,8,259
355,2,9,292
355,2,10,331
355,3,1,283
355,3,2,559
355,3,3,1105
355,3,4,1339
355,3,5,1811
355,3,6,1938
355,3,7,2252
355,3,8,2565
355,3,9,2953
355,3,10,3316
355,4,1,30
355,4,2,52
355,4,3,109
355,4,4,142
355,4,5,157
355,4,6,189
355,4,7,217
355,4,8,246
355,4,9,276
355,4,10,314
356,1,1,90
356,1,2,229
356,1,3,297
356,1,4,391
356,1,5,494
356,1,6,585
356,1,7,654
356,1,8,786
356,1,9,903
356,1,10,983
356,2,1,95
356,2,2,175
356,2,3,248
356,2,4,282
356,2,5,432
356,2,6,501
356,2,7,580
356,2,8,666
356,2,9,734
356,2,10,794
356,3,1,679
356,3,2,1501
356,3,3,2742
356,3,4,3375
356,3,5,3524
356,3,6,4691
356,3,7,5615
356,3,8,6555
356,3,9,6994
356,3,10,7947
356,4,1,154
356,4,2,297
356,4,3,336
356,4,4,506
356,4,5,593
356,4,6,826
356,4,7,835
356,4,8,1070
356,4,9,1146
356,4,10,1286
357,1,1,43
357,1,2,93
357,1,3,162
357,1,4,223
357,1,5,257
357,1,6,304
357,1,7,376
357,1,8,405
357,1,9,436
357,1,10,499
357,2,1,43
357,2,2,64
357,2,3,110
357,2,4,148
357,2,5,195
357,2,6,229
357,2,7,242
357,2,8,291
357,2,9,321
357,2,10,358
357,3,1,379
357,3,2,788
357,3,3,1003
357,3,4,1298
357,3,5,1787
357,3,6,1913
357,3,7,2491
357,3,8,2734
357,3,9,3144
357,3,10,3532
357,4,1,31
357,4,2,65
357,4,3,87
357,4,4,101
357,4,5,145
357,4,6,168
357,4,7,206
357,4,8,221
357,4,9,254
357,4,10,282
358,1,1,23
358,1,2,47
358,1,3,60
358,1,4,75
358,1,5,106
358,1,6,109
358,1,7,145
358,1,8,151
358,1,9,181
358,1,10,198
358,2,1,11
358,2,2,31
358,2,3,37
358,2,4,50
358,2,5,72
358,2,6,85
358,2,7,87
358,2,8,106
358,2,9,116
358,2,10,133
358,3,1,214
358,3,2,296
358,3,3,501
358,3,4,644
358,3,5,831
358,3,6,1054
358,3,7,1260
358,3,8,1441
358,3,9,1614
358,3,10,1792
358,4,1,15
358,4,2,32
358,4,3,50
358,4,4,50
358,4,5,79
358,4,6,92
358,4,7,100
358,4,8,123
358,4,9,137
358,4,10,146
359,1,1,11
359,1,2,22
359,1,3,37
359,1,4,53
359,1,5,67
359,1,6,66
359,1,7,79
359,1,8,99
359,1,9,110
359,1,10,119
359,2,1,10
359,2,2,24
359,2,3,30
359,2,4,43
359,2,5,63
359,2,6,67
359,2,7,82
359,2,8,94
359,2,9,109
359,2,10,117
359,3,1,28
359,3,2,63
359,3,3,91
359,3,4,117
359,3,5,132
359,3,6,193
359,3,7,196
359,3,8,233
359,3,9,274
359,3,10,296
359,4,1,13
359,4,2,30
359,4,3,39
359,4,4,51
359,4,5,65
359,4,6,84
359,4,7,93
359,4,8,110
359,4,9,120
359,4,10,130
360,1,1,26
360,1,2,53
360,1,3,76
360,1,4,82
360,1,5,116
360,1,6,140
360,1,7,171
360,1,8,183
360,1,9,205
360,1,10,234
360,2,1,13
360,2,2,21
360,2,3,32
360,2,4,46
360,2,5,58
360,2,6,74
360,2,7,82
360,2,8,93
360,2,9,102
360,2,10,114
360,3,1,136
360,3,2,309
360,3,3,450
360,3,4,649
360,3,5,781
360,3,6,879
360,3,7,1008
360,3,8,1219
360,3,9,1320
360,3,10,1463
360,4,1,6
360,4,2,12
360,4,3,20
360,4,4,32
360,4,5,37
360,4,6,46
360,4,7,48
360,4,8,56
360,4,9,67
360,4,10,73
361,1,1,17
361,1,2,34
361,1,3,45
361,1,4,64
361,1,5,88
361,1,6,105
361,1,7,114
361,1,8,134
361,1,9,150
361,1,10,163
361,2,1,16
361,2,2,35
361,2,3,49
361,2,4,56
361,2,5,67
361,2,6,94
361,2,7,106
361,2,8,116
361,2,9,136
361,2,10,150
361,3,1,63
361,3,2,124
361,3,3,201
361,3,4,276
361,3,5,344
361,3,6,360
361,3,7,434
361,3,8,525
361,3,9,553
361,3,10,624
361,4,1,13
361,4,2,35
361,4,3,51
361,4,4,56
361,4,5,73
361,4,6,100
361,4,7,113
361,4,8,123
361,4,9,140
361,4,10,152
362,1,1,10
362,1,2,23
362,1,3,28
362,1,4,36
362,1,5,52
362,1,6,57
362,1,7,63
362,1,8,82
362,1,9,89
362,1,10,98
362,2,1,17
362,2,2,39
362,2,3,47
362,2,4,70
362,2,5,99
362,2,6,104
362,2,7,129
362,2,8,138
362,2,9,166
362,2,10,182
362,3,1,53
362,3,2,116
362,3,3,187
362,3,4,238
362,3,5,303
362,3,6,411
362,3,7,463
362,3,8,486
362,3,9,594
362,3,10,638
362,4,1,30
362,4,2,57
362,4,3,69
362,4,4,112
362,4,5,114
362,4,6,163
362,4,7,166
362,4,8,194
362,4,9,229
362,4,10,255
363,1,1,31
363,1,2,56
363,1,3,113
363,1,4,144
363,1,5,181
363,1,6,212
363,1,7,227
363,1,8,266
363,1,9,288
363,1,10,325
363,2,1,22
363,2,2,43
363,2,3,59
363,2,4,88
363,2,5,111
363,2,6,145
363,2,7,156
363,2,8,189
363,2,9,212
363,2,10,232
363,3,1,207
363,3,2,356
363,3,3,561
363,3,4,838
363,3,5,913
363,3,6,1174
363,3,7,1403
363,3,8,1495
363,3,9,1637
363,3,10,1880
363,4,1,17
363,4,2,41
363,4,3,54
363,4,4,68
363,4,5,93
363,4,6,112
